,000,13.156004,0.078725,1.007319,0.076889
,001,0.886692,0.834176,0.842155,0.824667
,002,0.316603,0.863333,0.808228,0.850111
,003,0.216981,0.884157,0.799301,0.867222
,004,0.172031,0.895784,0.808754,0.872778
,005,0.143901,0.905902,0.815187,0.877556
,006,0.127860,0.912843,0.815863,0.880111
,007,0.110815,0.917157,0.823220,0.880444
,008,0.103651,0.920961,0.832619,0.882556
,009,0.099266,0.923196,0.842476,0.880222
,010,0.099288,0.924647,0.852963,0.879778
,011,0.099973,0.924824,0.860726,0.877778
,012,0.102783,0.924569,0.862108,0.876889
,013,0.093064,0.925000,0.843040,0.876889
,014,0.078566,0.924902,0.843876,0.874667
,015,0.074404,0.928941,0.850641,0.878667
,016,0.073188,0.929137,0.854340,0.876444
,017,0.072824,0.929392,0.859604,0.878222
,018,0.075916,0.929392,0.866837,0.879222
,019,0.077191,0.929902,0.873367,0.879222
,020,0.077959,0.928569,0.869568,0.877222
,021,0.077544,0.927176,0.860529,0.876111
,022,0.069045,0.931157,0.852848,0.879000
,023,0.057856,0.931608,0.845770,0.879000
,024,0.049642,0.930588,0.848768,0.881000
,025,0.050154,0.929980,0.854837,0.878444
,026,0.049223,0.930784,0.858073,0.880444
,027,0.053677,0.928863,0.866156,0.876333
,028,0.059684,0.931118,0.873345,0.879778
,029,0.062032,0.930608,0.878535,0.879778
,030,0.060259,0.933941,0.878081,0.879889
,031,0.059158,0.930098,0.862042,0.876222
,032,0.049874,0.931176,0.853540,0.879444
,033,0.045016,0.926784,0.858815,0.874667
,034,0.047453,0.928588,0.848463,0.875778
,035,0.040027,0.931784,0.851206,0.877333
,036,0.034221,0.932294,0.855560,0.877000
,037,0.035643,0.934843,0.852315,0.877556
,038,0.038522,0.932686,0.862251,0.877333
,039,0.040274,0.933961,0.868238,0.878889
,040,0.043158,0.933039,0.863417,0.878444
,041,0.041286,0.932373,0.872500,0.878222
,042,0.047108,0.929882,0.875020,0.875333
,043,0.047100,0.932647,0.876868,0.878667
,044,0.046941,0.933137,0.855357,0.873889
,045,0.044072,0.930647,0.848603,0.874778
,046,0.033046,0.926529,0.842034,0.870778
,047,0.022149,0.930961,0.849212,0.874778
,048,0.021857,0.934647,0.859831,0.876667
,049,0.027652,0.935510,0.869126,0.875222
,050,0.031194,0.933569,0.868849,0.875333
,93.36,
,86.87,
