hidden_layer,activation,epoch,eta,beta,alpha,mu,batch_size,test_score,history_loss,history_score
"(10, 10, 10)",ReLu,30,0.01,0.2,0.01,0.95,256,0.352,"[20.36678688173322, 20.229727272971196, 20.03444823704788, 19.85600481281548, 19.85907369198757, 19.711102332400806, 19.487910317851316, 19.434395875253518, 19.35266640723813, 19.296908813393006, 19.19963798940525, 19.204565582883127, 19.230482028908202, 19.32778334871768, 19.178236970763383, 19.19593207650788, 19.258359079448436, 19.119349742416134, 19.0988347374156, 19.188512239430118, 19.219636786506346, 19.24808417606951, 19.177174829613243, 19.1281667730684, 19.004439582244213, 18.6985985984392, 17.887837375082103, 16.870838621674473, 16.00859361372635, 15.532657201221516, 15.220646158824994]","[0.12423900789177002, 0.12671927846674183, 0.13235625704622322, 0.1386696730552424, 0.1438556933483653, 0.1488162344983089, 0.15670800450958286, 0.162119503945885, 0.16505073280721533, 0.1677564825253664, 0.17046223224351748, 0.170913190529876, 0.1713641488162345, 0.17001127395715895, 0.171815107102593, 0.17406989853438556, 0.17384441939120632, 0.17519729425028185, 0.17497181510710258, 0.1754227733934611, 0.17429537767756484, 0.17564825253664035, 0.17632468996617812, 0.17790304396843293, 0.18286358511837655, 0.19887260428410372, 0.23156708004509582, 0.2773393461104848, 0.3156708004509583, 0.3379932356257046, 0.35152198421645997]"
"(10, 10, 10)",ReLu,30,0.01,0.2,0,0.95,256,0.199,"[20.632321720849877, 20.569830000673907, 20.50733828049794, 20.53858414058592, 20.56983000067391, 20.53358721113062, 20.529011709460708, 20.53527292227217, 20.444063908720544, 20.338706962373763, 20.222934729331005, 20.11842063855501, 20.008488190538323, 19.90812817364686, 19.798195725630176, 19.71282649710462, 19.56833697068619, 19.391337300823622, 19.32138028844936, 19.242272272735274, 19.09820417410224, 18.91036778975828, 18.89417292200555, 18.779243544533557, 18.662207028134635, 18.586410230734305, 18.543545004563498, 18.469012490519322, 18.332831111869957, 18.21079766601573, 18.15167736812286]","[0.10800450958286359, 0.10800450958286359, 0.10800450958286359, 0.10800450958286359, 0.10800450958286359, 0.10822998872604284, 0.1089064261555806, 0.1100338218714769, 0.11273957158962795, 0.11702367531003383, 0.12130777903043968, 0.12649379932356258, 0.1314543404735062, 0.13551296505073282, 0.14047350620067645, 0.1438556933483653, 0.15084554678692222, 0.1564825253664036, 0.15963923337091318, 0.1641488162344983, 0.17158962795941377, 0.17677564825253664, 0.18173618940248026, 0.18692220969560316, 0.18985343855693348, 0.1923337091319053, 0.19661781285231117, 0.2004509582863585, 0.20518602029312288, 0.20834272829763248, 0.21195039458850057]"
"(10, 10, 10)",ReLu,30,0.01,0.3,0.01,0.95,256,0.357,"[18.277045024177834, 18.112673614757824, 18.1265109705482, 18.121655826093296, 18.086002617570546, 18.055212570474, 18.076730429632207, 18.025556438215258, 18.09416151724401, 18.0746645980277, 18.065806342783876, 18.16133080654713, 18.07629804196139, 17.918180558162597, 17.889093663442438, 17.80861033945277, 17.553020211327308, 17.3781403689603, 17.165615293360105, 17.05001110152538, 16.87890311718024, 16.75019393150926, 16.594718299133845, 16.453307908373283, 16.554631837683942, 16.498042660151516, 16.661336074323238, 16.76837094097171, 16.5680469804935, 16.045028955216235, 15.421664216473532]","[0.22074408117249156, 0.22119503945885005, 0.22074408117249156, 0.22164599774520857, 0.2225479143179256, 0.22277339346110483, 0.2229988726042841, 0.22322435174746336, 0.22322435174746336, 0.2234498308906426, 0.22367531003382188, 0.22390078917700112, 0.22570462232243518, 0.22705749718151072, 0.23246899661781284, 0.2383314543404735, 0.2459977452085682, 0.25614430665163473, 0.26471251409244645, 0.27080045095828637, 0.27846674182638104, 0.28658399098083426, 0.2935738444193912, 0.2985343855693348, 0.29537767756482525, 0.2956031567080045, 0.2910935738444194, 0.287260428410372, 0.2940248027057497, 0.31724915445321306, 0.3440811724915445]"
"(10, 10, 10)",ReLu,30,0.01,0.3,0,0.95,256,0.105,"[20.607698297389405, 20.64351965914731, 20.658931875298606, 20.700171594297196, 20.710586880993194, 20.704747095967114, 20.67350123587913, 20.69306752591496, 20.66681859528228, 20.775125536126758, 20.773861252770597, 20.834667261805016, 20.77675104329896, 20.910885486990743, 20.889633485813356, 20.89962734472397, 20.925033419785876, 20.944599709821702, 20.87711106019043, 20.913353849733717, 20.887947774671815, 20.980421071579606, 20.93418442312571, 20.882529417431115, 20.985418001034915, 20.984575145464134, 20.964587427642922, 20.91293242194833, 20.94333542646554, 20.92292628085894, 20.918350779189023]","[0.10394588500563698, 0.10326944757609921, 0.10304396843291995, 0.10259301014656144, 0.10259301014656144, 0.10191657271702367, 0.10191657271702367, 0.10056369785794814, 0.10033821871476889, 0.0992108229988726, 0.09785794813979706, 0.09605411499436302, 0.09537767756482525, 0.09402480270574971, 0.0935738444193912, 0.0931228861330327, 0.09244644870349493, 0.09109357384441939, 0.09131905298759865, 0.09109357384441939, 0.09177001127395716, 0.09041713641488162, 0.09109357384441939, 0.0915445321307779, 0.09019165727170236, 0.08928974069898535, 0.09019165727170236, 0.09064261555806088, 0.08974069898534386, 0.09019165727170236, 0.09086809470124013]"
"(64,)",Tanh,30,0.01,0.2,0.01,0.95,256,0.553,"[20.729146836011918, 20.223242998697867, 19.414817907815415, 18.78963448838186, 18.44181481947844, 18.28830902624361, 17.991318575360317, 17.643300822113556, 17.22432555324485, 16.650230728075723, 15.850222128296327, 15.212441480039574, 14.852667920486953, 14.411431217037357, 13.97549390546854, 13.468524969902717, 13.00389807034338, 12.49456657160413, 12.296225243340901, 12.029417881861349, 11.854537871477293, 11.698688345325053, 11.454838078536417, 11.340876066600329, 11.25681505730682, 10.989424523622487, 10.871946371858801, 10.712763363597665, 10.531455568984034, 10.341823612989803, 10.288431351130178]","[0.10732807215332582, 0.12694475760992108, 0.16076662908680947, 0.18917700112739572, 0.20744081172491544, 0.21600901916572718, 0.22683201803833145, 0.23855693348365276, 0.2577226606538895, 0.2834272829763247, 0.3179255918827508, 0.34746335963923336, 0.3677564825253664, 0.3842164599774521, 0.4060879368658399, 0.4241262683201804, 0.4426155580608794, 0.46313416009019165, 0.4762119503945885, 0.4881623449830891, 0.49785794813979706, 0.5052987598647125, 0.5129650507328072, 0.5199549041713641, 0.525140924464487, 0.5343855693348365, 0.5420518602029313, 0.5492671927846674, 0.5546786922209695, 0.5618940248027058, 0.5695603156708005]"
"(64,)",Tanh,30,0.01,0.2,0,0.95,256,0.7095,"[17.417550165978568, 17.294673864553562, 17.139347623653762, 16.95903673547743, 16.729599408318837, 16.4297836410006, 15.905527475979078, 15.218841001675505, 14.711682763946827, 14.089896168592867, 13.464858558894488, 12.86986272989728, 12.015749016856354, 11.225391307347559, 10.105236253788709, 9.252868455858673, 8.410795536685951, 7.865287370487049, 7.495936018579948, 7.230677329663454, 7.037061364262762, 6.8459137616050505, 6.638932515010655, 6.626891721142452, 6.574032636061045, 6.380777894476399, 6.327075953824218, 6.198781295158522, 6.117144712732111, 6.1192518516590475, 6.194687425243334]","[0.2455467869222097, 0.24780157835400227, 0.2543404735062007, 0.2620067643742954, 0.27282976324689967, 0.28635851183765504, 0.3104847801578354, 0.3391206313416009, 0.36482525366403606, 0.38489289740698984, 0.41262683201803835, 0.4446448703494927, 0.47801578354002255, 0.5127395715896279, 0.5623449830890642, 0.6031567080045096, 0.6326944757609921, 0.656369785794814, 0.6735062006764374, 0.6850056369785795, 0.695152198421646, 0.7023675310033822, 0.7093573844419391, 0.7131905298759865, 0.7179255918827508, 0.7228861330326944, 0.7267192784667418, 0.7287485907553551, 0.7305524239007892, 0.7328072153325818, 0.7355129650507328]"
"(64,)",Tanh,30,0.01,0.3,0.01,0.95,256,0.594,"[17.693683738353865, 17.456874764084642, 17.192610695759004, 16.69722940409283, 15.913102591385298, 15.192312878550878, 14.38228090733813, 13.826203971474623, 13.192113517142584, 12.832809779178202, 12.287621029748703, 12.120127387309504, 11.833897804200213, 11.523404489821777, 11.271199384761326, 10.887292161497387, 10.587948523903039, 10.438986048855327, 10.270824069333148, 10.124356083740722, 9.879189811604043, 9.845692895902665, 9.655192710966116, 9.585608088389911, 9.537801078478939, 9.622565216984889, 9.584173152990475, 9.529687320062369, 9.527038509835034, 9.52501432532426, 9.520325442892075]","[0.2480270574971815, 0.25366403607666294, 0.2658399098083427, 0.28568207440811727, 0.31905298759864714, 0.3528748590755355, 0.3855693348365276, 0.41104847801578354, 0.4363021420518602, 0.45434047350620066, 0.47373167981961667, 0.48455467869222096, 0.5016910935738444, 0.5147688838782413, 0.5285231116121759, 0.5402480270574972, 0.5528748590755355, 0.5643742953776776, 0.5715896279594137, 0.5792559188275085, 0.5866967305524239, 0.5916572717023675, 0.5952649379932357, 0.5995490417136415, 0.6042841037204059, 0.6054114994363021, 0.6078917700112739, 0.6092446448703495, 0.609695603156708, 0.6101465614430666, 0.6126268320180384]"
"(64,)",Tanh,30,0.01,0.3,0,0.95,256,0.7005,"[21.0491138005977, 20.984153717678748, 20.606855441818634, 20.14882364307222, 19.303439505585743, 18.471059425476923, 17.016471322228753, 15.739364520597885, 14.786155074021657, 13.890861845951482, 13.372445465956039, 12.881060668194706, 12.448796168326247, 12.18106911666677, 11.864998277626462, 11.549770294156927, 11.191255656731208, 10.456225395046804, 9.945334511218983, 9.1411900927311, 8.56070342034507, 8.237167289106475, 7.993160601367356, 7.748311058057466, 7.455960582937515, 7.302320053179255, 7.147415240064834, 6.950849280166434, 6.825926043783835, 6.63267130219919, 6.713525233024168]","[0.0859075535512965, 0.08883878241262683, 0.10304396843291995, 0.12559188275084554, 0.15715896279594138, 0.19706877113866966, 0.25659526493799323, 0.3165727170236753, 0.3553551296505073, 0.3948139797068771, 0.41961668545659525, 0.4399098083427283, 0.45659526493799324, 0.4710259301014656, 0.4838782412626832, 0.49763246899661784, 0.5152198421645998, 0.5422773393461104, 0.5695603156708005, 0.6006764374295378, 0.6259301014656145, 0.6419391206313416, 0.6538895152198422, 0.6649379932356257, 0.6753100338218715, 0.683652762119504, 0.6906426155580608, 0.6976324689966178, 0.7032694475760992, 0.7082299887260428, 0.7111612175873732]"
"(64,)",Sigmoid,30,0.01,0.2,0.01,0.95,256,0.3485,"[20.018900318546777, 19.855294793659695, 19.89149002389163, 19.610285927479353, 19.5295113286807, 19.40482610766538, 19.270371763863515, 19.074476460180698, 18.922555506097385, 18.491798004300314, 18.161615640271172, 17.809199533630505, 17.25334303454456, 16.951784996266582, 16.705017862843427, 16.58300692099187, 16.52495537517205, 16.41263171122025, 16.261397691948133, 16.273367754950662, 16.086064202282095, 16.231941464460167, 16.07116256951117, 15.943168954333691, 15.771814577499438, 15.683720278181386, 15.730553877473334, 15.50823913935503, 15.399626780460016, 15.184805732887286, 15.06204229729347]","[0.14182638105975198, 0.14317925591882752, 0.14453213077790306, 0.15084554678692222, 0.15941375422773393, 0.16527621195039457, 0.17158962795941377, 0.17880496054114994, 0.1882750845546787, 0.2056369785794814, 0.2189402480270575, 0.23607666290868096, 0.25817361894024804, 0.27350620067643744, 0.2859075535512965, 0.2922209695603157, 0.294250281848929, 0.2992108229988726, 0.3012401352874859, 0.304847801578354, 0.30665163472378804, 0.3080045095828636, 0.31521984216459975, 0.3181510710259301, 0.3244644870349493, 0.33032694475760993, 0.33528748590755353, 0.3416009019165727, 0.3465614430665164, 0.3544532130777903, 0.3600901916572717]"
"(64,)",Sigmoid,30,0.01,0.2,0,0.95,256,0.6675,"[19.2173478294281, 19.00615230497983, 18.842517916310964, 18.548903157834854, 18.185391590953824, 17.7636025817507, 17.182694481579283, 16.5701190935345, 16.077891440202393, 15.862662249808276, 15.57988420581355, 15.433287540468188, 15.223837931130808, 14.839495790857796, 14.2731570512669, 13.502365631793937, 12.801952652480617, 12.15066611214956, 11.597692653752373, 11.085898710384436, 10.62864956323946, 10.117698475442298, 9.751297118032905, 9.37231313103124, 9.055459640389497, 8.67984707567093, 8.200081643992412, 7.960229030137823, 7.736210060219921, 7.4725768784756355, 7.386003570563261]","[0.170913190529876, 0.1733934611048478, 0.18218714768883879, 0.19120631341600902, 0.20901916572717025, 0.23134160090191658, 0.25614430665163473, 0.28049605411499434, 0.29988726042841035, 0.31476888387824126, 0.32423900789177, 0.3289740698985344, 0.33889515219842165, 0.35670800450958284, 0.38038331454340474, 0.4137542277339346, 0.4444193912063134, 0.47192784667418264, 0.4987598647125141, 0.5195039458850056, 0.5373167981961668, 0.5589627959413754, 0.5792559188275085, 0.5916572717023675, 0.6092446448703495, 0.6252536640360766, 0.6412626832018038, 0.6520856820744081, 0.6631341600901917, 0.6708004509582863, 0.6784667418263811]"
"(64,)",Sigmoid,30,0.01,0.3,0.01,0.95,256,0.4175,"[22.803344823368366, 22.745240850078144, 22.70172483529776, 22.527880237288773, 22.313874494025907, 22.107819442433918, 21.82131286601061, 21.536808496015777, 21.101384864958796, 20.874164260445024, 20.431078826809156, 19.98417774846004, 19.550991886937158, 19.073556889631067, 18.721901489151325, 18.203628147839936, 17.769861071259193, 17.28443300018217, 16.813643194016176, 16.247092571789665, 15.660111829959568, 15.299372961439898, 14.975791806751758, 14.679331909801435, 14.450889515326583, 14.150508892538657, 13.899038982968106, 13.700593112245851, 13.476926790139858, 13.340522615404964, 13.148538488961442]","[0.01939120631341601, 0.021195039458850057, 0.02435174746335964, 0.03156708004509583, 0.03968432919954904, 0.05028184892897407, 0.06358511837655018, 0.07869222096956031, 0.0935738444193912, 0.10800450958286359, 0.12514092446448705, 0.14340473506200677, 0.16482525366403608, 0.1830890642615558, 0.20180383314543404, 0.22570462232243518, 0.24487034949267192, 0.2640360766629087, 0.287260428410372, 0.3134160090191657, 0.333934611048478, 0.3508455467869222, 0.36798196166854563, 0.38015783540022546, 0.392108229988726, 0.4045095828635851, 0.418489289740699, 0.42728297632469, 0.4363021420518602, 0.44329199549041715, 0.45140924464487037]"
"(64,)",Sigmoid,30,0.01,0.3,0,0.95,256,0.4035,"[19.077855232464973, 18.796702695642452, 18.426087060379192, 18.002612340034513, 17.566615194066912, 16.99401524166456, 16.707143327754636, 16.214494246637145, 15.902998909266756, 15.733524735571807, 15.579884205813553, 15.38121110698821, 15.36543766702087, 15.258816437317936, 15.17760128267691, 15.175554347719318, 15.098071839177432, 15.098914694748212, 15.027271971232405, 15.012702610651884, 15.008548536767355, 14.978566960035531, 15.066464755273408, 14.929019093267877, 14.831127439119392, 14.807407075199036, 14.749129632876938, 14.494226026687098, 14.351843639195604, 14.160696036537894, 13.83884561644085]","[0.17767756482525365, 0.18331454340473508, 0.19909808342728297, 0.21961668545659527, 0.237880496054115, 0.26042841037204056, 0.276662908680947, 0.2956031567080045, 0.30777903043968435, 0.3158962795941375, 0.32423900789177, 0.3289740698985344, 0.33438556933483654, 0.33731679819616683, 0.3395715896279594, 0.34295377677564826, 0.343630214205186, 0.34453213077790307, 0.3458850056369786, 0.34701240135287487, 0.34813979706877113, 0.34949267192784667, 0.3488162344983089, 0.35219842164599774, 0.353325817361894, 0.35580608793686586, 0.36031567080045096, 0.3661781285231116, 0.3754227733934611, 0.3826381059751973, 0.4004509582863585]"
"(64,)",ReLu,30,0.01,0.2,0.01,0.95,256,0.679,"[19.767611271312706, 19.687397177484556, 19.21639365212225, 18.54382937693063, 17.77844529875111, 17.11701515248476, 16.61992915513548, 15.891028030369064, 15.25029395246417, 14.465643300247548, 13.729915552192642, 13.238478737964616, 12.774305617762895, 12.307000917471326, 11.995751682901112, 11.6206418215185, 11.199139250800098, 10.500912807806104, 10.126205855015396, 9.436926258417312, 8.946624154619753, 8.501187862746905, 8.224708734756856, 7.951456599420958, 7.923102502182735, 7.7217820446746765, 7.5445561473976674, 7.538516114082737, 7.388327326974221, 7.3314483051043355, 7.3928776615529515]","[0.1447576099210823, 0.15174746335963923, 0.17316798196166855, 0.20090191657271703, 0.23472378804960542, 0.26245772266065387, 0.2874859075535513, 0.31499436302142053, 0.34746335963923336, 0.3817361894024803, 0.4124013528748591, 0.43675310033821874, 0.45659526493799324, 0.4728297632468997, 0.4886133032694476, 0.5082299887260429, 0.5280721533258174, 0.552423900789177, 0.5715896279594137, 0.5993235625704623, 0.6223224351747464, 0.6428410372040586, 0.6543404735062007, 0.6633596392333709, 0.6721533258173619, 0.6793686583990981, 0.6841037204058624, 0.6877113866967306, 0.6926719278466742, 0.6967305524239008, 0.6987598647125141]"
"(64,)",ReLu,30,0.01,0.2,0,0.95,256,0.6555,"[20.55736777902032, 20.22335615711639, 19.799460008986337, 18.671358031474465, 17.315083010160166, 15.977952851096315, 15.12389934202473, 14.38351092706898, 13.724759094539632, 13.153423425493438, 12.586241830331772, 12.065296883624006, 11.674693530539527, 11.27493917411521, 11.008476405811898, 10.523292616892686, 10.307581794743847, 10.049427174209592, 9.784589913078484, 9.498922078555387, 9.29446939867331, 9.009644419720992, 8.875991607783943, 8.600317632171453, 8.264620299125976, 8.203874494060894, 7.88900773440741, 7.801170143138874, 7.641689828354536, 7.465533014062739, 7.38227092446412]","[0.11138669673055242, 0.12175873731679819, 0.14182638105975198, 0.18850056369785795, 0.24735062006764374, 0.3043968432919955, 0.34340473506200675, 0.37587373167981963, 0.40653889515219843, 0.43043968432919955, 0.4532130777903044, 0.4753100338218715, 0.4919954904171364, 0.5100338218714768, 0.5258173618940248, 0.5416009019165727, 0.5503945885005637, 0.563923337091319, 0.5758737316798196, 0.5878241262683201, 0.5975197294250282, 0.6103720405862457, 0.6178128523111612, 0.6293122886133032, 0.637880496054115, 0.6453213077790304, 0.6538895152198422, 0.6602029312288613, 0.667869222096956, 0.6744081172491545, 0.6800450958286358]"
"(64,)",ReLu,30,0.01,0.3,0.01,0.95,256,0.618,"[22.545021189953953, 22.593474691028003, 22.578969006454138, 22.44621537195771, 22.007617667724606, 21.278359770879003, 20.30797011333983, 19.4182123736598, 18.73828165919852, 18.123634082172572, 16.885062295504504, 15.366581007859809, 14.220389985258342, 13.341803912012447, 12.721383270450945, 12.352879619448505, 12.029744996383698, 11.730741935246494, 11.423855585053861, 11.1486557932106, 10.763075821868334, 10.468393080698508, 10.22663601714325, 9.964131464329391, 9.910033451761002, 9.59609313330923, 9.462662356425074, 9.422283801070094, 9.345418680400556, 9.211679686678877, 8.996945787055907]","[0.028635851183765503, 0.027508455467869224, 0.028410372040586246, 0.03517474633596392, 0.053889515219842164, 0.08432919954904171, 0.1294250281848929, 0.1657271702367531, 0.19774520856820743, 0.22683201803833145, 0.2789177001127396, 0.34317925591882753, 0.3986471251409245, 0.4335963923337091, 0.46020293122886136, 0.4773393461104848, 0.4924464487034949, 0.5050732807215332, 0.5199549041713641, 0.534836527621195, 0.5481397970687711, 0.5634723788049606, 0.5736189402480271, 0.5833145434047351, 0.5925591882750846, 0.6018038331454341, 0.6085682074408117, 0.6139797068771139, 0.6187147688838782, 0.6232243517474634, 0.6295377677564825]"
"(64,)",ReLu,30,0.01,0.3,0,0.95,256,0.7225,"[19.313072140680305, 19.148173468655276, 18.60435101359792, 17.92392575210582, 17.07234060577721, 16.125813799797832, 14.659184902681469, 12.951439108354348, 11.478127570641124, 10.494996751302414, 9.662556467224254, 9.14125029670044, 8.62277371273565, 8.194302062935677, 7.797016069254344, 7.510926806945861, 7.306474127063784, 7.15199074173475, 6.995400217478781, 6.877581049478423, 6.710153810741069, 6.594803005483693, 6.376142188837141, 6.353686108272945, 6.310399454316758, 6.24086386972789, 6.169642573997473, 6.09799985048167, 5.983913328580453, 6.001854111444076, 5.925635886258357]","[0.16189402480270576, 0.16933483652762119, 0.1948139797068771, 0.2245772266065389, 0.26065388951521984, 0.30101465614430667, 0.36437429537767757, 0.43720405862457723, 0.4989853438556934, 0.5447576099210824, 0.5790304396843292, 0.6063134160090191, 0.6254791431792559, 0.6462232243517475, 0.6613303269447576, 0.6728297632468997, 0.6825253664036076, 0.6899661781285231, 0.695152198421646, 0.7028184892897407, 0.7075535512965051, 0.7122886133032694, 0.7179255918827508, 0.7217587373167982, 0.7255918827508455, 0.7291995490417137, 0.7310033821871477, 0.7323562570462232, 0.7384441939120632, 0.740924464487035, 0.7429537767756482]"
