hidden_layer,activation,epoch,eta,beta,alpha,mu,batch_size,test_score,history
"(5, 5)",Tanh,300,0.01,0.1,0.001,0.9,128,0.5040337718425933,"[62.826962890574755, 62.76294361752554, 62.67997882978875, 62.59994395300969, 62.52957120436666, 62.46962576624109, 62.41887580630118, 62.375634463058304, 62.33829994284229, 62.30550903291165, 62.276151237137555, 62.24933863546622, 62.22436641705147, 62.20067592377288, 62.177823433919635, 62.15545488117963, 62.13328576369166, 62.111085315666806, 62.088664084512544, 62.065864193242255, 62.0425517062631, 62.01861063670133, 61.993938231790025, 61.96844125140108, 61.94203301678822, 61.9146310552276, 61.88615520426018, 61.85652606891621, 61.825663748438146, 61.793486767039525, 61.75991115725991, 61.7248496553767, 61.68821097679697, 61.649899145911476, 61.60981285996834, 61.56784487043941, 61.523881368366865, 61.47780136248886, 61.42947604070839, 61.37876810681434, 61.325531085383346, 61.269608588565966, 61.2108335390526, 61.149027343978304, 61.083999014902375, 61.0155442293315, 60.943444329577865, 60.867465255092014, 60.787356404821054, 60.70284942665171, 60.61365693164924, 60.5194711316409, 60.41996239977296, 60.31477775505406, 60.203539273655934, 60.08584243196256, 59.96125438913368, 59.82931222039539, 59.68952111651433, 59.541352570103264, 59.38424257570551, 59.21758987819885, 59.040754313139246, 58.853055293440974, 58.653770509467535, 58.442134924389016, 58.21734016371439, 57.978534417349366, 57.72482299438764, 57.45526969500928, 57.168899190023204, 56.864700626176045, 56.54163270340306, 56.19863049729323, 55.834614324152476, 55.448500964415544, 55.03921756917189, 54.605718569683575, 54.147005885462335, 53.66215267631987, 53.15033080072766, 52.61084201952239, 52.043152813702385, 51.44693246261126, 50.822093752065115, 50.16883535360607, 49.48768454544721, 48.77953855081327, 48.04570237832433, 47.28792070037586, 46.508401047118966, 45.70982547987299, 44.895347993479575, 44.06857522981448, 43.233528695102514, 42.39458756577772, 41.55641231040977, 40.7238506785291, 39.90182900339952, 39.09523309855637, 38.30878414770027, 37.546915751946344, 36.81365859422837, 36.11253894306534, 35.44649644351782, 34.8178253936332, 34.22814210010285, 33.67837910996159, 33.16880530896762, 32.69906924012477, 32.26826167782931, 31.874992598292934, 31.517477262807816, 31.193626167266107, 30.901134049331706, 30.637563887864886, 30.400422762830342, 30.18722745170568, 29.99555861727119, 29.823103311780116, 29.66768623207178, 29.527290685237297, 29.400070564974456, 29.28435481262982, 29.17864587306518, 29.081613587658573, 28.992085828524335, 28.909036999345442, 28.831575333452204, 28.758929727169644, 28.69043666830457, 28.62552766318077, 28.563717434076132, 28.50459305258073, 28.447804091670946, 28.393053817466182, 28.340091397491463, 28.288705072530682, 28.23871622074887, 28.189974232964556, 28.142352114466476, 28.095742729712615, 28.050055610144785, 28.005214251062494, 27.961153830184998, 27.917819287585917, 27.875163713694253, 27.833146998746713, 27.79173470328431, 27.75089711492447, 27.71060846167615, 27.670846256505236, 27.631590751729632, 27.592824485170546, 27.554531902858812, 27.516699045544712, 27.479313288338204, 27.442363124562405, 27.405837986380746, 27.36972809599872, 27.334024342278898, 27.298718178474736, 27.26380153751206, 27.22926676184842, 27.195106545441902, 27.161313885776742, 27.127882044239115, 27.09480451342374, 27.0620749901902, 27.02968735348646, 26.997635646121186, 26.965914059803627, 26.93451692288345, 26.903438690317593, 26.87267393546999, 26.842217343415783, 26.81206370547625, 26.782207914756555, 26.75264496249648, 26.723369935076214, 26.694378011546032, 26.665664461570962, 26.637224643700385, 26.60905400388798, 26.5811480742008, 26.553502471667212, 26.52611289722258, 26.4989751347195, 26.47208504997585, 26.445438589839128, 26.41903178125058, 26.392860730295936, 26.366921621233118, 26.34121071548963, 26.315724350624787, 26.290458939253625, 26.265410967930737, 26.240576995993752, 26.215953654366867, 26.191537644325805, 26.167325736226275, 26.143314768198152, 26.119501644808494, 26.09588333569624, 26.07245687418199, 26.04921935585637, 26.02616793715023, 26.0032998338904, 25.980612319844276, 25.95810272525685, 25.935768435383284, 25.913606889020432, 25.891615577040376, 25.869792040928857, 25.848133871331548, 25.826638706610737, 25.805304231415082, 25.784128175264595, 25.763108311153278, 25.74224245417132, 25.721528460148736, 25.70096422432224, 25.68054768002693, 25.660276797414156, 25.640149582196866, 25.620164074423638, 25.60031834728234, 25.580610505934253, 25.561038686379607, 25.5416010543549, 25.522295804262722, 25.503121158134416, 25.484075364625873, 25.465156698046744, 25.446363457423136, 25.427693965593797, 25.409146568339864, 25.39071963354794, 25.37241155040637, 25.354220728634395, 25.33614559774403, 25.318184606333993, 25.30033622141563, 25.282598927770003, 25.26497122733592, 25.24745163862808, 25.230038696184938, 25.21273095004561, 25.195526965254956, 25.178425321396528, 25.16142461215225, 25.144523444888417, 25.127720440267062, 25.11101423188197, 25.094403465918536, 25.07788680083673, 25.06146290707623, 25.04513046678299, 25.028888173556396, 25.01273473221616, 24.996668858588073, 24.980689279307907, 24.96479473164244, 24.948983963326967, 24.933255732418264, 24.917608807162313, 24.90204196587595, 24.88655399684147, 24.87114369821364, 24.855809877938015, 24.84055135368005, 24.82536695276396, 24.81025551212084, 24.795215878244974, 24.780246907157895, 24.765347464379253, 24.750516424903893, 24.735752673184383, 24.721055103118402, 24.70642261804022, 24.691854130715754, 24.67734856334048, 24.66290484753967, 24.648521924370407, 24.634198744324703, 24.61993426733339, 24.605727462770137, 24.591577309455158, 24.577482795658195, 24.563442919100375, 24.549456686954485, 24.535523115843333, 24.521641231835932, 24.507810070441113, 24.494028676598337, 24.480296104665484, 24.466611418403385, 24.452973690956938, 24.439382004832716, 24.425835451872764]"
"(5, 5)",Tanh,300,0.01,0.1,0.001,0.95,128,0.5436484952216623,"[62.757731659672444, 62.73984537518811, 62.7109231251236, 62.67601686801873, 62.63816746955101, 62.598985901371485, 62.559168379118574, 62.51888040487284, 62.47800838092602, 62.436305852676405, 62.393467719287464, 62.34916108159023, 62.303033162438055, 62.2547088875439, 62.203784807943734, 62.149822262872185, 62.0923406013376, 62.030810333037074, 61.96464577235611, 61.89319672964219, 61.81573888981258, 61.731462602025694, 61.6394598521949, 61.5387092020587, 61.42805846683637, 61.306204883270034, 61.17167250488774, 61.02278656403083, 60.85764457325888, 60.67408401747529, 60.46964663282716, 60.24153950683004, 59.98659360345823, 59.70122086552297, 59.381371834758205, 59.02249682815758, 58.61951519235005, 58.16679909293484, 57.658180716729056, 57.08699463188001, 56.44617018685326, 55.72839183386525, 54.92634740779277, 54.03308452814799, 53.042491813746615, 51.94991256295354, 50.752882057607884, 49.451954591617465, 48.05155350682617, 46.56074088128069, 44.99377094884758, 43.370274243622994, 41.71493039324596, 40.05653566425374, 38.42645737067265, 36.856579102706185, 35.376954108454434, 34.01346842994675, 32.78584402679851, 31.706273137644896, 30.7788759398898, 30.00003738960487, 29.359535734151066, 28.842252389513167, 28.430172671142522, 28.104364308193084, 27.84666072768368, 27.64086866147074, 27.47343855860002, 27.333647282424305, 27.213417044126917, 27.10692069818268, 27.010108142696385, 26.920249653560145, 26.83554859981247, 26.754840984340962, 26.677377342368562, 26.60267240973713, 26.530405745641172, 26.460358298982545, 26.392373096787892, 26.326331431486825, 26.262138605906394, 26.199715353949543, 26.13899253971513, 26.07990774170648, 26.0224029573126, 25.96642302213118, 25.911914524675232, 25.858825084736804, 25.807102903573863, 25.75669651444501, 25.70755467570411, 25.659626360066255, 25.61286080366566, 25.567207587171556, 25.522616728567186, 25.479038773388936, 25.436424873410704, 25.394726849003963, 25.353897233711738, 25.313889301956454, 25.27465708231367, 25.236155359547823, 25.198339668785152, 25.16116628497704, 25.124592210357253, 25.08857516206401, 25.053073561585954, 25.018046527263806, 24.983453870762567, 24.949256098221987, 24.915414416676807, 24.881890746285542, 24.84864773888993, 24.815648803420743, 24.782858138652372, 24.750240773776323, 24.717762617206475, 24.685390513946633, 24.6530923117426, 24.62083693611157, 24.588594474190508, 24.556336267175915, 24.52403501093913, 24.491664864195037, 24.45920156337727, 24.42662254313087, 24.39390706107474, 24.361036325215185, 24.327993622112913, 24.2947644436262, 24.261336609782894, 24.22770038508346, 24.19384858532142, 24.159776671840277, 24.125482830043197, 24.090968028949668, 24.05623605866715, 24.02129354282801, 23.986149923344193, 23.950817415258296, 23.915310930021256, 23.879647966196345, 23.843848467362196, 23.80793464784255, 23.77193078779662, 23.735863000125505, 23.699758972545418, 23.663647689002726, 23.627559135316304, 23.591523994488494, 23.555573337493925, 23.519738315513003, 23.484049859511945, 23.44853839278716, 23.413233561603327, 23.37816398839089, 23.34335705116695, 23.3088386919487, 23.274633255988824, 23.24076336272361, 23.207249808431143, 23.174111499783866, 23.141365416775145, 23.109026602921553, 23.07710818019964, 23.045621385869293, 23.014575628157864, 22.983978557719084, 22.953836151821328, 22.924152808344942, 22.894931446858195, 22.866173614279045, 22.837879592898528, 22.81004850882641, 22.78267843920839, 22.755766516846634, 22.7293090311235, 22.70330152437666, 22.67773888309832, 22.652615423529802, 22.627924971394652, 22.603660935659175, 22.579816376329447, 22.556384066391388, 22.533356548076064, 22.51072618369012, 22.488485201292058, 22.466625735522655, 22.445139863913496, 22.42401963900441, 22.403257116599484, 22.38284438048497, 22.36277356392111, 22.343036868206152, 22.32362657859437, 22.304535077832355, 22.285754857559827, 22.26727852780256, 22.249098824767, 22.231208617128388, 22.21360091098738, 22.196268853653795, 22.179205736401208, 22.162404996321836, 22.14586021739797, 22.129565130894214, 22.11351361516343, 22.097699694949423, 22.08211754025977, 22.066761464874148, 22.051625924545583, 22.036705514945545, 22.021994969397376, 22.007489156437263, 21.993183077236885, 21.979071862917706, 21.965150771782742, 21.951415186488443, 21.937860611176134, 21.924482668579724, 21.91127709712428, 21.898239748027613, 21.885366582415614, 21.87265366845996, 21.860097178545974, 21.847693386476752, 21.83543866471878, 21.823329481693364, 21.811362399117325, 21.799534069395662, 21.787841233068406, 21.776280716313252, 21.76484942850517, 21.753544359833686, 21.742362578978447, 21.73130123084304, 21.7203575343471, 21.7095287802764, 21.69881232919041, 21.68820560938678, 21.677706114921946, 21.667311403687055, 21.65701909553831, 21.64682687048071, 21.636732466904185, 21.626733679871013, 21.61682835945341, 21.607014409120236, 21.5972897841715, 21.58765249021974, 21.578100581716903, 21.56863216052568, 21.55924537453417, 21.54993841631259, 21.540709521811088, 21.531556969097398, 21.52247907713327, 21.513474204588633, 21.50454074869241, 21.495677144118847, 21.486881861908504, 21.478153408422727, 21.469490324330756, 21.46089118362841, 21.45235459268743, 21.44387918933467, 21.43546364195997, 21.427106648652227, 21.41880693636241, 21.410563260093, 21.402374402112816, 21.394239171196617, 21.386156401888552, 21.378124953788905, 21.370143710863097, 21.36221158077263, 21.354327494226908, 21.346490404355535, 21.338699286100248, 21.330953135626004, 21.323250969750447, 21.315591825391333, 21.307974759031083, 21.300398846198203, 21.292863180964716, 21.28536687545929, 21.277909059395416, 21.270488879614206, 21.263105499641206, 21.255758099256916, 21.24844587408041, 21.24116803516562, 21.233923808609966, 21.22671243517471, 21.21953316991683, 21.21238528183183, 21.20526805350729, 21.198180780786515]"
"(5, 5)",Tanh,300,0.01,0.1,0.01,0.9,128,0.5039364744806476,"[62.831516199370895, 62.76746304908008, 62.684455323436424, 62.60438015708602, 62.533974143297215, 62.47400364152606, 62.42323671025085, 62.37998592794746, 62.342648837042084, 62.30986159085301, 62.28051313322843, 62.25371506586186, 62.228762176074675, 62.20509547120517, 62.18227095303033, 62.159934328591504, 62.137800912446586, 62.11563979276528, 62.09326140400948, 62.07050778578346, 62.04724494577532, 62.023356864810616, 61.99874078043503, 61.973303464025484, 61.94695826843388, 61.919622771802196, 61.89121688121817, 61.86166128956441, 61.83087620205778, 61.798780267001526, 61.765289659299455, 61.73031727618551, 61.69377201308649, 61.65555809409736, 61.61557443662472, 61.573714033672026, 61.52986334025464, 61.483901652745836, 61.435700471720644, 61.38512284020999, 61.33202265029701, 61.27624391176313, 61.217619977083054, 61.1559727175304, 61.091111645532465, 61.02283297874352, 60.9509186416266, 60.8751352006797, 60.79523272984917, 60.710943603177014, 60.62198121237478, 60.52803860784554, 60.42878706274733, 60.32387456106143, 60.21292421237355, 60.09553259827656, 59.971268058056545, 59.83966892474301, 59.700241726816444, 59.552459376017865, 59.39575936795989, 59.22954202977834, 59.053168858080575, 58.865961001152556, 58.667197951982835, 58.456116533354184, 58.23191027320718, 57.99372928781828, 57.74068081208485, 57.47183054026977, 57.18620496662805, 56.882794942849095, 56.56056069726551, 56.21843858789653, 55.855349885606635, 55.47021190224106, 55.06195178797656, 54.62952331778884, 54.171926963406605, 53.68823349801792, 53.17761129926103, 52.639357394384696, 52.07293212311149, 51.47799707344715, 50.854455671193904, 50.20249547770292, 49.522630881551045, 48.8157444759986, 48.08312502291224, 47.32649955345627, 46.54805689387451, 45.75045978509903, 44.93684284260225, 44.110793925754706, 43.2763170853614, 42.437776139053064, 41.599819057212024, 40.76728465848968, 39.945094507525205, 39.138134242902055, 38.351129691562306, 37.58852390411503, 36.854361559289444, 36.1521869685262, 35.48496115763473, 34.85500227077556, 34.2639519507048, 33.71276855943833, 33.2017462975816, 32.73055763707435, 32.29831515228899, 31.90364792398039, 31.544787249196986, 31.21965641021164, 30.925959678832132, 30.661266464471503, 30.42308744096741, 30.208940492094673, 30.01640529545007, 29.843166238237075, 29.68704407363286, 29.546017257931126, 29.4182342556753, 29.302018279753465, 29.195865974472408, 29.098441485548303, 29.008567225312238, 28.92521246428545, 28.847480686212553, 28.77459645107804, 28.705892332083376, 28.640796335432974, 28.578820079424386, 28.519547902174722, 28.462626983801197, 28.407758506335547, 28.35468982989758, 28.303207633410395, 28.253131949328182, 28.204311011737328, 28.15661683346839, 28.109941428630233, 28.06419360075292, 28.01929622235906, 27.975183938420123, 27.931801233185197, 27.889100806870108, 27.84704221538838, 27.805590732523328, 27.764716399592277, 27.724393232707115, 27.684598562191596, 27.645312482605316, 27.60651739518703, 27.56819762741766, 27.530339116865985, 27.492929148571086, 27.45595613698155, 27.419409444959076, 27.383279233601957, 27.347556337689053, 27.31223216241771, 27.277298597836946, 27.24274794798362, 27.208572872233596, 27.17476633679912, 27.14132157465229, 27.1082320524436, 27.075491443224898, 27.04309360398612, 27.0110325571805, 26.979302475551357, 26.94789766968784, 26.916812577832594, 26.886041757543776, 26.85557987888001, 26.825421718831983, 26.795562156770664, 26.765996170720392, 26.736718834297495, 26.707725314181726, 26.679010868010657, 26.650570842605774, 26.622400672454972, 26.59449587838947, 26.566852066404127, 26.5394649265796, 26.512330232072635, 26.485443838147134, 26.458801681224507, 26.432399777936002, 26.406234224163903, 26.380301194061467, 26.354596939044242, 26.329117786747652, 26.303860139947457, 26.27882047544132, 26.25399534289089, 26.229381363624775, 26.204975229403733, 26.180773701149835, 26.156773607642023, 26.132971844180773, 26.109365371224946, 26.085951213004012, 26.062726456108958, 26.03968824806541, 26.016833795892303, 25.994160364649584, 25.971665275978363, 25.94934590663668, 25.927199687034197, 25.90522409976886, 25.88341667816845, 25.861775004839892, 25.840296710228895, 25.818979471192492, 25.797821009586833, 25.776819090872337, 25.755971522738403, 25.735276153749336, 25.714730872013398, 25.694333603876455, 25.67408231264172, 25.653974997316723, 25.634009691388865, 25.61418446163036, 25.594497406933595, 25.574946657177524, 25.555530372125865, 25.536246740357527, 25.517093978229713, 25.49807032887408, 25.47917406122596, 25.460403469087126, 25.441756870221724, 25.423232605485673, 25.404829037989266, 25.38654455229276, 25.368377553634776, 25.3503264671932, 25.332389737378094, 25.31456582715638, 25.296853217407662, 25.279250406310748, 25.26175590876032, 25.244368255813107, 25.227085994162955, 25.209907685644193, 25.192831906762496, 25.17585724825258, 25.158982314662055, 25.1422057239606, 25.12552610717366, 25.108942108040022, 25.092452382692315, 25.076055599359677, 25.05975043809185, 25.04353559050371, 25.027409759539548, 25.011371659256238, 24.995420014624376, 24.97955356134662, 24.963771045692457, 24.94807122434839, 24.932452864282894, 24.916914742625245, 24.901455646557377, 24.886074373217966, 24.870769729618086, 24.855540532567353, 24.84038560861011, 24.82530379397063, 24.81029393450671, 24.795354885670942, 24.780485512478776, 24.765684689482903, 24.750951300753044, 24.73628423986062, 24.72168240986759, 24.707144723318844, 24.692670102237493, 24.678257478122532, 24.663905791948267, 24.649613994164977, 24.63538104470022, 24.621205912960466, 24.607087577832345, 24.59302502768326, 24.579017260360885, 24.565063283191098, 24.551162112974087, 24.537312775978254, 24.52351430793162, 24.509765754010402, 24.4960661688247, 24.482414616400874, 24.468810170160488, 24.45525191289589, 24.44173893674193]"
"(5, 5)",Tanh,300,0.01,0.1,0.01,0.95,128,0.543508399228444,"[62.75375044223051, 62.73584003486071, 62.70687821716324, 62.67192498853996, 62.634026488326725, 62.5947969195474, 62.554934327268484, 62.51460513847134, 62.47369613465139, 62.43196094179424, 62.389094406411495, 62.34476355252126, 62.298615573638585, 62.25027546086106, 62.19933995698521, 62.145370741427996, 62.08788766849298, 62.02636193280921, 61.96020872818968, 61.88877895611727, 61.81134962556728, 61.72711266925244, 61.63516194919302, 61.53447823626661, 61.42391193655055, 61.30216331687839, 61.167759966851136, 61.01903123691352, 60.8540794246327, 60.67074755917257, 60.466583777317254, 60.23880252076219, 59.984243150725696, 59.69932712033821, 59.380015627648014, 59.021770762650966, 58.61952463543672, 58.16766289624267, 57.660031466676465, 57.08997815643488, 56.45044396796998, 55.73412189771529, 54.93370320724081, 54.04223132172069, 53.053580121905725, 51.96306449298904, 50.76817467784372, 49.469401127489014, 48.071083900808475, 46.58218410361125, 45.016842172132144, 43.3945703323383, 41.73993682913075, 40.08164684881979, 38.45101025154924, 36.87989758423763, 35.398399304706025, 34.03248816645446, 32.80201461301823, 31.719327477888516, 30.788714280632817, 30.00671988436299, 29.363258933680964, 28.843314194957866, 28.428931795202118, 28.101200585068597, 27.84194163163036, 27.634925405039336, 27.466552732402686, 27.326046868219812, 27.205279303169686, 27.0983790611705, 27.001260610107877, 26.911166982192935, 26.826281350036016, 26.74542511882704, 26.667838439273016, 26.593028720333372, 26.520670362876057, 26.450540676050743, 26.38248010633525, 26.31636810742754, 26.25210866873663, 26.18962158846898, 26.128837070693077, 26.069692237003988, 26.012128777726318, 25.956091331079147, 25.90152636727008, 25.84838144362211, 25.796604737401886, 25.746144783682723, 25.696950359436578, 25.648970466597287, 25.60215437699746, 25.556451710873564, 25.511812528101622, 25.46818741762353, 25.425527575795424, 25.383784868699003, 25.34291187681565, 25.302861922884052, 25.263589085306393, 25.22504820025624, 25.187194855839078, 25.14998538144711, 25.113376835009387, 25.07732699030972, 25.041794326035856, 25.00673801779563, 24.97211793401823, 24.937894636449748, 24.90402938583479, 24.870484153322046, 24.837221638114414, 24.80420529187816, 24.771399350413244, 24.738768873055637, 24.70627979022757, 24.67389895947123, 24.64159423019633, 24.609334517245163, 24.57708988323171, 24.544831629445333, 24.512532394926065, 24.480166263116217, 24.447708875273207, 24.415137549590842, 24.382431404722215, 24.349571486130756, 24.316540893420168, 24.28332490651748, 24.249911108314034, 24.21628950111921, 24.182452614062598, 24.148395598409092, 24.114116307640643, 24.079615359126542, 24.044896174264544, 24.00996499414188, 23.974830868048823, 23.939505612583744, 23.90400373961846, 23.868342352040774, 23.832541006943526, 23.79662154676584, 23.76060789978407, 23.724525852261355, 23.688402795456295, 23.652267451518476, 23.616149583019144, 23.58007969143826, 23.544088710320946, 23.50820769900232, 23.47246754276769, 23.436898665064565, 23.40153075692871, 23.36639252815359, 23.33151148395806, 23.29691373003367, 23.262623807927625, 23.228664561787056, 23.195057036597547, 23.161820407230703, 23.12897193690095, 23.096526963039206, 23.06449890813162, 23.032899312746384, 23.001737887775512, 22.97102258283998, 22.940759667831514, 22.910953824674237, 22.881608246567424, 22.852724742198323, 22.824303842674993, 22.79634490920842, 22.76884623985892, 22.741805173942115, 22.715218192958123, 22.689081017156642, 22.663388697077195, 22.638135699604632, 22.613315988255202, 22.5889230975569, 22.564950201511632, 22.541390176227196, 22.51823565688579, 22.495479089276042, 22.473112776159375, 22.451128918770735, 22.42951965377189, 22.40827708598369, 22.38739331722404, 22.366860471573105, 22.34667071737716, 22.32681628628903, 22.3072894896277, 22.288082732322273, 22.269188524687817, 22.25059949226228, 22.23230838391573, 22.21430807842558, 22.19659158969446, 22.179152070771405, 22.16198281682176, 22.145077267176887, 22.128429006581868, 22.11203176574669, 22.09587942129569, 22.07996599519936, 22.06428565376343, 22.04883270624175, 22.03360160313146, 22.018586934202443, 22.003783426306498, 21.989185941006262, 21.974789472058887, 21.960589142785004, 21.946580203349587, 21.93275802797788, 21.919118112126295, 21.90565606962564, 21.89236762981151, 21.879248634654427, 21.866295035900848, 21.853502892233987, 21.84086836646238, 21.82838772274268, 21.816057323842077, 21.80387362844485, 21.791833188506654, 21.779932646659482, 21.768168733669583, 21.756538265950084, 21.745038143129552, 21.73366534567749, 21.722416932587134, 21.711290039115944, 21.700281874583663, 21.689389720227783, 21.678610927115958, 21.66794291411482, 21.657383165914535, 21.646929231108217, 21.63657872032544, 21.62632930441879, 21.61617871270249, 21.606124731242023, 21.5961652011937, 21.586298017193055, 21.576521125790865, 21.56683252393578, 21.557230257502283, 21.547712419862968, 21.5382771505039, 21.52892263368197, 21.51964709712304, 21.510448810760018, 21.501326085509355, 21.492277272085367, 21.483300759850874, 21.474394975703447, 21.465558382996115, 21.456789480491494, 21.44808680134842, 21.439448912140122, 21.430874411903005, 21.422361931215093, 21.413910131303286, 21.405517703178493, 21.39718336679789, 21.388905870253414, 21.38068398898563, 21.372516525022352, 21.36440230624103, 21.356340185654375, 21.34832904071834, 21.340367772661786, 21.332455305837236, 21.324590587091887, 21.31677258515838, 21.30900029006459, 21.30127271256188, 21.29358888357118, 21.28594785364634, 21.27834869245419, 21.27079048827072, 21.26327234749285, 21.255793394165384, 21.24835276952241, 21.240949631542904, 21.233583154519923, 21.226252528642945, 21.21895695959287, 21.211695668149414, 21.20446788981023, 21.1972728744215, 21.19010988581963, 21.182978201483497, 21.175877112197046]"
"(5, 5)",Tanh,300,0.1,0.1,0.001,0.9,128,0.7460497337295566,"[62.71431386313817, 62.326872349969825, 62.12666612375051, 61.96818022312925, 61.69865344276923, 61.29826252409214, 60.706418259241055, 59.79215089958114, 58.33577995586438, 55.972807131686494, 52.174439776387274, 46.471999132820265, 39.29368415757403, 32.87968149877419, 29.6363476756916, 28.886537350620685, 28.490637832539942, 27.952630553883214, 27.490389802407666, 27.10662202456993, 26.763450347031878, 26.457620406987033, 26.18679090093656, 25.944506560311773, 25.7253424465983, 25.524943123738563, 25.339899338626715, 25.168022126022755, 25.007871228972757, 24.858157979763998, 24.717551849869015, 24.584739502808418, 24.45849584612002, 24.337710497776886, 24.221395728610645, 24.108686403517403, 23.99882863165862, 23.89116100202932, 23.785096685633835, 23.68011022609406, 23.57572912438261, 23.471530938789382, 23.36714773687173, 23.262278643162766, 23.156708728935932, 23.05033033081858, 22.943161922120172, 22.83535988253957, 22.727219606324027, 22.61916407430568, 22.511720038496247, 22.405483993419423, 22.301081726312518, 22.19912610696945, 22.10017776017854, 22.004712462685454, 21.913097804423824, 21.82558019587627, 21.742281981764396, 21.663207406486883, 21.58825552062747, 21.517237799816915, 21.449898219686897, 21.3859337388246, 21.325013523121125, 21.26679572691083, 21.21094115130547, 21.157123558697705, 21.105036785648487, 21.0543990419144, 21.004954913446877, 20.95647562125111, 20.908758053648477, 20.861623014833544, 20.81491304127313, 20.76849004645599, 20.722232974078832, 20.67603557472783, 20.62980437233234, 20.583456852597596, 20.53691988358382, 20.49012836560343, 20.44302410086123, 20.39555487040991, 20.347673705202602, 20.299338337973857, 20.25051082250255, 20.201157306015862, 20.15124793889709, 20.100756903507634, 20.049662541045116, 19.99794755227252, 19.94559924507695, 19.892609799588936, 19.83897652043556, 19.78470204597656, 19.729794486344215, 19.67426746589304, 19.61814005120978, 19.561436552889322, 19.504186197411293, 19.44642267406122, 19.388183570232112, 19.329509715897352, 19.270444463908913, 19.211032936541265, 19.151321270083017, 19.09135588824147, 19.031182831885552, 18.9708471676431, 18.910392491667288, 18.84986053814131, 18.789290895429563, 18.728720826748663, 18.66818518722822, 18.60771642550027, 18.547344655579536, 18.487097783714063, 18.42700167493013, 18.36708034493279, 18.307356164591745, 18.247850066182984, 18.188581742643446, 18.12956983314409, 18.070832090167222, 18.012385524904985, 17.95424652914373, 17.896430972863982, 17.838954277595306, 17.781831466160895, 17.725077189877734, 17.668705734591363, 17.612731007161937, 17.557166504212237, 17.502025265120267, 17.447319811400448, 17.393062074770132, 17.339263316337394, 17.285934039461935, 17.233083898922136, 17.18072160905564, 17.128854853518536, 17.07749019922299, 17.02663301686204, 16.97628741021524, 16.92645615615574, 16.877140656957533, 16.828340906143396, 16.780055468733075, 16.732281476361923, 16.685014637357675, 16.638249261499016, 16.59197829884659, 16.546193391743586, 16.500884938835423, 16.45604216976044, 16.41165322901695, 16.367705267415985, 16.324184539480616, 16.281076505147613, 16.238365934160598, 16.19603701160969, 16.15407344316499, 16.112458558664756, 16.071175412847513, 16.030206882156577, 15.989535756690994, 15.949144826524641, 15.909016961763408, 15.869135185855336, 15.829482741809748, 15.79004315111611, 15.750800265281619, 15.711738310026286, 15.672841922285395, 15.634096180270356, 15.59548662692974, 15.55699928723147, 15.518620679754378, 15.480337823131796, 15.442138237931086, 15.40400994458128, 15.365941457975127, 15.327921779374101, 15.289940386233802, 15.251987220545494, 15.214052676257419, 15.176127586298845, 15.138203209682311, 15.100271219106421, 15.062323689425265, 15.024353087291875, 14.986352262224171, 14.948314439283548, 14.910233213499996, 14.872102546123594, 14.833916762732166, 14.79567055317785, 14.757358973312996, 14.718977448397071, 14.68052177805213, 14.641988142604301, 14.603373110622917, 14.564673647447128, 14.525887124472446, 14.487011328956104, 14.448044474091038, 14.408985209093348, 14.36983262904736, 14.330586284256311, 14.29124618885452, 14.251812828449753, 14.212287166580786, 14.172670649796247, 14.132965211185391, 14.093173272219396, 14.0532977427927, 14.013342019387203, 13.973309981316742, 13.933205985044738, 13.893034856603013, 13.852801882173718, 13.812512796927836, 13.772173772241988, 13.73179140143934, 13.691372684218885, 13.650925009950457, 13.610456140018805, 13.569974189399812, 13.5294876076445, 13.489005159432999, 13.448535904841288, 13.408089179440081, 13.367674574318366, 13.327301916096593, 13.286981246967436, 13.246722804778127, 13.206537003149165, 13.166434411611416, 13.126425735738552, 13.086521797254528, 13.04673351410623, 13.007071880508235, 12.96754794698746, 12.928172800477665, 12.888957544533877, 12.84991327975119, 12.811051084477988, 12.772381995907685, 12.73391699161428, 12.695666971565217, 12.65764274060214, 12.619854991328983, 12.58231428729263, 12.545031046289669, 12.508015523589828, 12.471277794838837, 12.434827738395699, 12.398675016875309, 12.362829057708455, 12.327299032596407, 12.292093835822751, 12.257222061484729, 12.222691979812886, 12.188511512851314, 12.154688209863382, 12.121229222900574, 12.08814128301892, 12.055430677644488, 12.023103229575174, 11.991164278062941, 11.959618662352462, 11.928470707966149, 11.897724215929053, 11.867382455028585, 11.83744815711088, 11.807923515334691, 11.77881018523871, 11.750109288432533, 11.721821418694521, 11.69394665025061, 11.666484548013313, 11.639434179575861, 11.612794128778601, 11.586562510688804, 11.560736987857988, 11.535314787739615, 11.510292721163056, 11.48566720176646, 11.461434266291697, 11.437589595639672, 11.414128536576055, 11.391046123966202, 11.368337103407354, 11.345995954115388, 11.324016911915823, 11.302393992183912, 11.281121012577731, 11.260191615411388, 11.239599289522342]"
