hidden_layer,activation,epoch,eta,beta,alpha,mu,batch_size,test_score,history_loss,history_score
"(64, 64)",LeakyReLu(0.03),10,0.001,0.2,0.001,0,512,0.1003,"[20.89632129559405, 20.89404127718991, 20.90929286182113, 20.905107239696267, 20.90778181114847, 20.902325790092476, 20.892042229079102, 20.897130579859194, 20.897010270489222, 20.88431294609262, 20.88940130468034]","[0.09521666666666667, 0.0951, 0.09486666666666667, 0.09483333333333334, 0.09493333333333333, 0.09488333333333333, 0.09511666666666667, 0.09518333333333333, 0.09533333333333334, 0.09538333333333333, 0.09545]"
"(64, 64)",LeakyReLu(0.03),10,0.001,0.2,0.001,0.85,512,0.1367,"[19.913905957055576, 19.89044735119305, 19.872834932793566, 19.870467500654573, 19.841929810939735, 19.82660443733629, 19.80492712131629, 19.780582051272397, 19.776563556233626, 19.765939037523886, 19.763064068567694]","[0.13775, 0.13885, 0.13933333333333334, 0.13958333333333334, 0.14105, 0.1423, 0.14281666666666668, 0.14366666666666666, 0.1437, 0.14438333333333334, 0.14458333333333334]"
"(64, 64)",LeakyReLu(0.03),10,0.001,0.2,0,0,512,0.101,"[20.672170115912934, 20.67394868402415, 20.664039518833118, 20.671916034754194, 20.67344052170666, 20.678268063722804, 20.66975634490486, 20.686525701381996, 20.689447634707545, 20.683222646318317, 20.688812431810685]","[0.10213333333333334, 0.1022, 0.1022, 0.10221666666666666, 0.10215, 0.10208333333333333, 0.10195, 0.10186666666666666, 0.10188333333333334, 0.10186666666666666, 0.10176666666666667]"
"(64, 64)",LeakyReLu(0.03),10,0.001,0.2,0,0.85,512,0.0708,"[21.176013053702818, 21.182873244988905, 21.233435395579015, 21.249696589738644, 21.261003201302763, 21.275993989668706, 21.296447522947613, 21.314360244639072, 21.307627093932346, 21.30864341856731, 21.31690105622651]","[0.08053333333333333, 0.07936666666666667, 0.07816666666666666, 0.07716666666666666, 0.07681666666666667, 0.07601666666666666, 0.07526666666666666, 0.07448333333333333, 0.07441666666666667, 0.07451666666666666, 0.0743]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.1,0.001,0,512,0.1095,"[20.60864037162743, 20.601307817337, 20.587623296444654, 20.574065885687876, 20.573974840013516, 20.546061970491394, 20.543303199573753, 20.516660863051936, 20.505898662596206, 20.50009110596802, 20.47395711898284]","[0.10628333333333333, 0.10675, 0.10713333333333333, 0.10758333333333334, 0.10816666666666666, 0.10888333333333333, 0.10936666666666667, 0.11031666666666666, 0.11071666666666667, 0.11111666666666667, 0.1119]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.1,0.001,0.85,512,0.1731,"[20.342079546054848, 20.275230681582606, 20.18883181118067, 20.093288636874448, 19.971577646531944, 19.867908863155662, 19.74404300601214, 19.593500952678653, 19.484630519911175, 19.343494042579422, 19.201470566898053]","[0.11765, 0.12058333333333333, 0.12473333333333333, 0.12885, 0.13396666666666668, 0.13858333333333334, 0.14386666666666667, 0.15031666666666665, 0.15545, 0.16141666666666668, 0.16756666666666667]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.1,0,0,512,0.0845,"[21.30953270262293, 21.298353131638184, 21.285522033121595, 21.26443329694583, 21.24677465641309, 21.222509905753025, 21.208535442022075, 21.195958424664237, 21.17423448559161, 21.15505135810641, 21.12621314658895]","[0.07433333333333333, 0.07496666666666667, 0.07581666666666667, 0.07666666666666666, 0.07736666666666667, 0.07806666666666667, 0.07875, 0.07973333333333334, 0.08046666666666667, 0.08145, 0.08256666666666666]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.1,0,0.85,512,0.1179,"[21.57492047293132, 21.48243493114841, 21.38550296908747, 21.288952128764638, 21.179189068187128, 21.0863224046661, 20.99612359331189, 20.86616108061418, 20.73098990416223, 20.601662594361404, 20.445402681733675]","[0.06301666666666667, 0.06713333333333334, 0.07108333333333333, 0.07566666666666666, 0.08003333333333333, 0.08416666666666667, 0.0884, 0.09386666666666667, 0.09985, 0.10543333333333334, 0.11248333333333334]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.2,0.001,0,512,0.1179,"[20.54180757227827, 20.522055485204554, 20.512721227755506, 20.50211704217786, 20.49532448815755, 20.440765047014402, 20.43346504656481, 20.415239868858684, 20.369574216736325, 20.33673992464019, 20.31330688228358]","[0.11065, 0.11151666666666667, 0.112, 0.11225, 0.11298333333333334, 0.11486666666666667, 0.11533333333333333, 0.11613333333333334, 0.11791666666666667, 0.1195, 0.1206]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.2,0.001,0.85,512,0.2524,"[20.37596023609791, 20.248077823246067, 20.126328869712506, 19.94106849068028, 19.75111429638404, 19.478843562187645, 19.1317512731154, 18.699038644090866, 18.258962608023214, 17.832738730808043, 17.449205221283563]","[0.11768333333333333, 0.12315, 0.12878333333333333, 0.13661666666666666, 0.14501666666666665, 0.15636666666666665, 0.17221666666666666, 0.19058333333333333, 0.2105, 0.22858333333333333, 0.24501666666666666]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.2,0,0,512,0.0996,"[21.22937009703912, 21.175377850805962, 21.134724865406877, 21.089752500309142, 21.04681278448136, 20.99256645708946, 20.949626741261675, 20.907068147172023, 20.846342750232136, 20.78091685185549, 20.736706730233976]","[0.07776666666666666, 0.0802, 0.08226666666666667, 0.08423333333333333, 0.08596666666666666, 0.08805, 0.09, 0.09236666666666667, 0.09473333333333334, 0.09745, 0.0996]"
"(64, 64)",LeakyReLu(0.03),10,0.01,0.2,0,0.85,512,0.2071,"[21.72343091021734, 21.459567626861418, 21.17398040443287, 20.90046203704466, 20.544621374223315, 20.170105746234267, 19.83357525147748, 19.446863727868713, 19.097502134595345, 18.728703332678045, 18.3769279683966]","[0.05645, 0.06813333333333334, 0.08011666666666667, 0.09236666666666667, 0.10756666666666667, 0.1238, 0.13895, 0.15528333333333333, 0.17106666666666667, 0.18661666666666665, 0.202]"
"(128, 64)",ReLu,10,0.001,0.1,0.001,0,512,0.0646,"[21.434780235065308, 21.432752584766334, 21.435806558253084, 21.430221772797456, 21.436959924275634, 21.435440438802786, 21.43404799438214, 21.42884433356737, 21.43380391969902, 21.42656761073888, 21.426572615641575]","[0.0706, 0.07061666666666666, 0.0707, 0.0708, 0.07086666666666666, 0.07093333333333333, 0.07106666666666667, 0.07115, 0.07115, 0.07125, 0.07125]"
"(128, 64)",ReLu,10,0.001,0.1,0.001,0.85,512,0.0952,"[20.90107980391929, 20.89755392386167, 20.891361818635318, 20.87703916593061, 20.864495136205523, 20.874818458565226, 20.869515838041057, 20.8592586779642, 20.84137913318551, 20.843826124467398, 20.831409414169993]","[0.09401666666666667, 0.09431666666666666, 0.09473333333333334, 0.095, 0.09533333333333334, 0.09531666666666666, 0.09555, 0.096, 0.09656666666666666, 0.09675, 0.09715]"
"(128, 64)",ReLu,10,0.001,0.1,0,0,512,0.1095,"[20.607887582750646, 20.6030600407345, 20.608522785647498, 20.60547381174257, 20.59454832191656, 20.59480240307531, 20.601916675520144, 20.592134550908487, 20.589339658162306, 20.58908557700357, 20.594421281337194]","[0.10501666666666666, 0.10508333333333333, 0.10513333333333333, 0.10526666666666666, 0.10538333333333333, 0.10551666666666666, 0.10556666666666667, 0.10563333333333333, 0.10568333333333334, 0.10576666666666666, 0.10575]"
"(128, 64)",ReLu,10,0.001,0.1,0,0.85,512,0.0727,"[21.481164525354682, 21.477099226814776, 21.4737961717511, 21.456772734115248, 21.45575640948026, 21.450928867464114, 21.438224809526897, 21.431618699399568, 21.42005800667668, 21.408243232795087, 21.402145284985227]","[0.06733333333333333, 0.06736666666666667, 0.06758333333333333, 0.06796666666666666, 0.0683, 0.06858333333333333, 0.06906666666666667, 0.06928333333333334, 0.06971666666666666, 0.07001666666666667, 0.07028333333333334]"
"(128, 64)",ReLu,10,0.001,0.2,0.001,0,512,0.0653,"[21.497523802456577, 21.48851340648772, 21.489666260347544, 21.479639546132088, 21.492480140363266, 21.487789138417252, 21.483225179924418, 21.47866122632291, 21.475367681720698, 21.46635731415524, 21.458871437674052]","[0.06981666666666667, 0.07006666666666667, 0.07023333333333333, 0.07038333333333334, 0.0704, 0.07053333333333334, 0.07073333333333333, 0.07093333333333333, 0.07115, 0.0714, 0.07158333333333333]"
"(128, 64)",ReLu,10,0.001,0.2,0.001,0.85,512,0.0988,"[20.934474040271933, 20.91471384339372, 20.896735593964106, 20.874438354100775, 20.856333806747543, 20.856650435402017, 20.832067372707996, 20.817139616636663, 20.789126907755655, 20.78118680029447, 20.759653542745724]","[0.09445, 0.09531666666666666, 0.09625, 0.09708333333333333, 0.09773333333333334, 0.09808333333333333, 0.09901666666666667, 0.09981666666666666, 0.1009, 0.10146666666666666, 0.10205]"
"(128, 64)",ReLu,10,0.001,0.2,0,0,512,0.1115,"[20.585782521939894, 20.577906006018818, 20.575619275590114, 20.566853475613435, 20.54855963218386, 20.547289226390124, 20.556182066946185, 20.536236695984748, 20.53344180323857, 20.5218811105157, 20.518196933713917]","[0.10598333333333333, 0.10618333333333334, 0.1065, 0.10688333333333333, 0.10725, 0.10745, 0.10756666666666667, 0.10793333333333334, 0.1082, 0.10863333333333333, 0.10908333333333334]"
"(128, 64)",ReLu,10,0.001,0.2,0,0.85,512,0.0761,"[21.49031144706947, 21.478115551449758, 21.46960383263182, 21.45219927325784, 21.4568997746946, 21.447244690662327, 21.427934522597756, 21.408116192215704, 21.395158053119754, 21.374323398102725, 21.36288974595922]","[0.06693333333333333, 0.06725, 0.06776666666666667, 0.06816666666666667, 0.06825, 0.06881666666666666, 0.06951666666666667, 0.07038333333333334, 0.07073333333333333, 0.0715, 0.072]"
"(128, 64)",ReLu,10,0.01,0.1,0.001,0,512,0.093,"[21.25983339817444, 21.227996243949814, 21.19374539531114, 21.14704464666994, 21.123592400126796, 21.095058603954595, 21.06385703114294, 21.018554030258546, 20.99395871845062, 20.962122165914195, 20.931683134143448]","[0.07861666666666667, 0.08008333333333334, 0.08158333333333333, 0.08326666666666667, 0.08458333333333333, 0.08583333333333333, 0.0872, 0.08875, 0.09033333333333333, 0.09136666666666667, 0.09291666666666666]"
"(128, 64)",ReLu,10,0.01,0.1,0.001,0.85,512,0.2017,"[20.36472045761219, 20.171302913568535, 20.009029797836497, 19.852603850935395, 19.70774180756574, 19.52527887012696, 19.323889977586944, 19.11411943898279, 18.88440660019971, 18.663589640359287, 18.42956353566971]","[0.11755, 0.12595, 0.13291666666666666, 0.1397, 0.14583333333333334, 0.1539, 0.16265, 0.17198333333333332, 0.18146666666666667, 0.19128333333333333, 0.20175]"
"(128, 64)",ReLu,10,0.01,0.1,0,0,512,0.107,"[20.752713843234872, 20.72463787519364, 20.718031765066275, 20.695037420199917, 20.67674357677034, 20.64892168988783, 20.624911020386495, 20.591118226273515, 20.553895336517478, 20.534585168452928, 20.501554617816172]","[0.09911666666666667, 0.09976666666666667, 0.10041666666666667, 0.10091666666666667, 0.10193333333333333, 0.10336666666666666, 0.10441666666666667, 0.10596666666666667, 0.10701666666666666, 0.10815, 0.10966666666666666]"
"(128, 64)",ReLu,10,0.01,0.1,0,0.85,512,0.2353,"[20.42545731077226, 20.293335108225225, 20.12996092315267, 19.90586134114023, 19.68176175912778, 19.423869383002348, 19.138917363470657, 18.801116462920167, 18.483260933331078, 18.172900797924957, 17.856188633550225]","[0.11328333333333333, 0.11848333333333333, 0.12591666666666668, 0.13528333333333334, 0.14508333333333334, 0.15643333333333334, 0.16853333333333334, 0.18345, 0.19735, 0.21128333333333332, 0.2247]"
"(128, 64)",ReLu,10,0.01,0.2,0.001,0,512,0.1153,"[21.24532433421202, 21.135529142921946, 21.043393000102597, 20.944905207047842, 20.863441202773956, 20.7799448674775, 20.72338144054329, 20.637726013571758, 20.575700402396205, 20.49754088416952, 20.4352616832525]","[0.08121666666666667, 0.08595, 0.08998333333333333, 0.09393333333333333, 0.09771666666666666, 0.1013, 0.10385, 0.10738333333333333, 0.11031666666666666, 0.11366666666666667, 0.11646666666666666]"
"(128, 64)",ReLu,10,0.01,0.2,0.001,0.85,512,0.2725,"[20.447158337404517, 20.24564680704285, 20.03388839806319, 19.683537859433333, 19.295972497490936, 18.90752514585698, 18.478177727041565, 18.078818531382705, 17.66790527592528, 17.23895870524931, 16.893484360237807]","[0.11591666666666667, 0.12446666666666667, 0.13411666666666666, 0.14903333333333332, 0.16565, 0.18288333333333334, 0.2014, 0.21918333333333334, 0.23653333333333335, 0.25503333333333333, 0.27075]"
"(128, 64)",ReLu,10,0.01,0.2,0,0,512,0.1308,"[20.75614393887791, 20.68538233616763, 20.60420340594884, 20.510574498951584, 20.440066977400054, 20.38061198625388, 20.29295398648712, 20.221303099721233, 20.12081400143787, 20.03785650310787, 19.958583181579655]","[0.09896666666666666, 0.10148333333333333, 0.10525, 0.10898333333333333, 0.11228333333333333, 0.11488333333333334, 0.11871666666666666, 0.12185, 0.12566666666666668, 0.12958333333333333, 0.13348333333333334]"
"(128, 64)",ReLu,10,0.01,0.2,0,0.85,512,0.3172,"[20.43155525858212, 20.12399001592219, 19.685064814191453, 19.159879059067062, 18.643205022760597, 18.135677908168923, 17.664103277539567, 17.192401606330833, 16.768594233545393, 16.35583939116533, 15.933810586491102]","[0.11301666666666667, 0.12581666666666666, 0.14508333333333334, 0.16783333333333333, 0.19006666666666666, 0.21211666666666668, 0.23288333333333333, 0.2535833333333333, 0.27168333333333333, 0.2901666666666667, 0.30811666666666665]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.1,0.001,0,512,0.0953,"[20.885327841792616, 20.883681344957843, 20.867806303919444, 20.879117947470874, 20.876836249868056, 20.87074333555182, 20.861728488511435, 20.867196268166392, 20.867582425374927, 20.86885786717604, 20.87369044592381]","[0.09521666666666667, 0.09521666666666667, 0.09533333333333334, 0.09541666666666666, 0.09551666666666667, 0.09556666666666666, 0.0956, 0.09565, 0.09563333333333333, 0.09565, 0.0958]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.1,0.001,0.85,512,0.1111,"[20.57749245730282, 20.567995828205426, 20.546177890561875, 20.521183984344994, 20.48996513308436, 20.48364628105855, 20.47338921343599, 20.44979292434728, 20.431786460050272, 20.40831729663439, 20.39958487797008]","[0.10816666666666666, 0.1088, 0.10968333333333333, 0.11063333333333333, 0.11156666666666666, 0.11191666666666666, 0.11301666666666667, 0.11405, 0.11455, 0.11543333333333333, 0.11625]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.1,0,0,512,0.0915,"[20.96334712383387, 20.966523138318173, 20.969190990484986, 20.961568555722664, 20.962076718040137, 20.95839254123836, 20.96245783977826, 20.96055223108769, 20.958900703555837, 20.950388984737916, 20.95801141950023]","[0.0894, 0.08933333333333333, 0.08943333333333334, 0.08955, 0.0896, 0.08961666666666666, 0.0898, 0.08988333333333333, 0.08988333333333333, 0.08996666666666667, 0.09006666666666667]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.1,0,0.85,512,0.051,"[21.901414761917707, 21.899509153227118, 21.877912254733854, 21.855553112764362, 21.826460820088148, 21.805626165071118, 21.78529967237158, 21.76433797677516, 21.752777284052282, 21.732577831932137, 21.711235014597616]","[0.04845, 0.048966666666666665, 0.04998333333333333, 0.05081666666666667, 0.05201666666666667, 0.053, 0.053816666666666665, 0.054733333333333335, 0.05538333333333333, 0.05605, 0.0572]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.2,0.001,0,512,0.0947,"[20.939303721719025, 20.935883208743473, 20.91620150451427, 20.93069371880611, 20.923970160064307, 20.92499607943161, 20.913826105694213, 20.920949978101262, 20.925024879797206, 20.919317659216368, 20.92783898654488]","[0.09468333333333333, 0.09483333333333334, 0.09511666666666667, 0.09513333333333333, 0.09528333333333333, 0.09516666666666666, 0.09515, 0.0952, 0.09516666666666666, 0.0952, 0.09533333333333334]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.2,0.001,0.85,512,0.1255,"[20.544302439108822, 20.480459971052156, 20.428054425388208, 20.35354410242568, 20.298979399470475, 20.247845033912515, 20.23520417618411, 20.184197254023555, 20.15453332902585, 20.132364993057397, 20.116548846123855]","[0.11158333333333334, 0.11445, 0.1166, 0.11971666666666667, 0.12181666666666667, 0.12376666666666666, 0.12511666666666665, 0.12735, 0.12843333333333334, 0.12955, 0.13053333333333333]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.2,0,0,512,0.0886,"[21.016068964273302, 21.015433761376432, 21.009462854145948, 21.002602662859864, 20.997775120843713, 20.98913636144642, 20.98989860492265, 20.98634146870022, 20.98303841363655, 20.96817466585, 20.973891491921755]","[0.08716666666666667, 0.08726666666666667, 0.0876, 0.0879, 0.08818333333333334, 0.0882, 0.0886, 0.08868333333333334, 0.08868333333333334, 0.08911666666666666, 0.0893]"
"(128, 64)",LeakyReLu(0.03),10,0.001,0.2,0,0.85,512,0.068,"[21.860380654780496, 21.82709602298499, 21.768276234735698, 21.712632460970717, 21.651652982872097, 21.615319377171648, 21.559167441089173, 21.498823165887405, 21.450420705146634, 21.38893306473052, 21.34967752570452]","[0.05031666666666667, 0.05213333333333333, 0.05463333333333333, 0.05706666666666667, 0.05951666666666667, 0.06125, 0.06363333333333333, 0.0662, 0.06853333333333333, 0.07071666666666666, 0.07308333333333333]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.1,0.001,0,512,0.1343,"[20.07133096532603, 20.040764376511685, 20.016041727703723, 20.002244637231808, 19.983620078705563, 19.962454777686663, 19.945227807960297, 19.909452983774592, 19.886509330028016, 19.865090233741306, 19.846339060093104]","[0.13066666666666665, 0.13171666666666668, 0.13258333333333333, 0.13333333333333333, 0.13415, 0.13493333333333332, 0.13583333333333333, 0.13696666666666665, 0.13811666666666667, 0.13898333333333332, 0.14016666666666666]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.1,0.001,0.85,512,0.1651,"[21.18425216290807, 21.036950655446397, 20.8627357268607, 20.678741826660133, 20.517999463950357, 20.332233203545876, 20.154727673731013, 19.96579158489336, 19.75945402062053, 19.521994602590567, 19.301815785890966]","[0.08171666666666667, 0.08853333333333334, 0.09595, 0.10386666666666666, 0.1112, 0.11883333333333333, 0.12668333333333334, 0.1346, 0.14421666666666666, 0.15396666666666667, 0.1639]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.1,0,0,512,0.1625,"[19.80854825734117, 19.778439640029983, 19.74274123722642, 19.72470147495557, 19.700436724295482, 19.661816388166365, 19.629421040426468, 19.613668008584327, 19.56793340001036, 19.521182466801402, 19.49742587845882]","[0.13968333333333333, 0.141, 0.1422, 0.14335, 0.1447, 0.1461, 0.14751666666666666, 0.14878333333333332, 0.15035, 0.15203333333333333, 0.15343333333333334]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.1,0,0.85,512,0.17,"[21.300385780908133, 21.236738450642694, 21.15136718130462, 21.034743929440996, 20.861206498018664, 20.666199208682443, 20.427871081780324, 20.14279202166926, 19.831542602207534, 19.512035545086608, 19.171185670631182]","[0.07495, 0.07773333333333333, 0.08146666666666667, 0.08656666666666667, 0.09386666666666667, 0.10225, 0.11281666666666666, 0.12528333333333333, 0.13853333333333334, 0.15286666666666668, 0.16726666666666667]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.2,0.001,0,512,0.1452,"[20.01638518430118, 19.970873230985738, 19.959789587594248, 19.94718173961384, 19.901924754246256, 19.874199631910408, 19.851048237016734, 19.80248897387391, 19.777051343895483, 19.739799175384544, 19.720586997780348]","[0.13496666666666668, 0.13638333333333333, 0.13701666666666668, 0.13771666666666665, 0.13948333333333332, 0.1407, 0.14193333333333333, 0.14348333333333332, 0.14481666666666668, 0.14623333333333333, 0.14736666666666667]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.2,0.001,0.85,512,0.2581,"[21.24089373285412, 20.919199150928957, 20.6234631760616, 20.3288803785025, 19.948808006593847, 19.468381725187008, 18.991139140356424, 18.51580951082548, 18.076439347817168, 17.63656781111771, 17.249043594726977]","[0.08121666666666667, 0.09538333333333333, 0.1082, 0.12096666666666667, 0.13783333333333334, 0.15815, 0.17926666666666666, 0.19965, 0.2194, 0.23801666666666665, 0.2552833333333333]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.2,0,0,512,0.1759,"[19.869146613701684, 19.80892937907929, 19.758621309647943, 19.70030968371611, 19.6315807302758, 19.562978817414837, 19.50263454221308, 19.444068835122522, 19.357173078831977, 19.280948731208706, 19.189987676378255]","[0.13703333333333334, 0.13966666666666666, 0.14165, 0.14441666666666667, 0.14756666666666668, 0.15035, 0.15313333333333334, 0.15598333333333333, 0.15935, 0.16268333333333335, 0.16673333333333334]"
"(128, 64)",LeakyReLu(0.03),10,0.01,0.2,0,0.85,512,0.2876,"[21.267482270850753, 21.125577943692083, 20.693767014406202, 20.16146698683696, 19.61735218538612, 19.08911745635677, 18.591372466376768, 18.07978005324518, 17.54532033582662, 17.06688551391116, 16.57739816159033]","[0.07631666666666667, 0.08266666666666667, 0.10133333333333333, 0.12425, 0.1479, 0.17078333333333334, 0.19276666666666667, 0.21485, 0.23771666666666666, 0.25921666666666665, 0.2801166666666667]"
"(128, 32, 32)",ReLu,10,0.001,0.1,0.001,0,512,0.0556,"[21.771931212802432, 21.772825562144067, 21.77918265691788, 21.77512242483454, 21.777668303386395, 21.776911127568788, 21.767388152376462, 21.768282505269124, 21.767144209501925, 21.767657441870412, 21.772998216925686]","[0.056, 0.05603333333333333, 0.05611666666666667, 0.05615, 0.056183333333333335, 0.056216666666666665, 0.0562, 0.05623333333333334, 0.05628333333333333, 0.05633333333333333, 0.05631666666666667]"
"(128, 32, 32)",ReLu,10,0.001,0.1,0.001,0.85,512,0.1354,"[19.92112697986389, 19.91760202266948, 19.921955229938284, 19.921480922762804, 19.909700031291685, 19.906430884510165, 19.899731669042808, 19.90713398739097, 19.899291459466678, 19.900849962500143, 19.889577393191438]","[0.13665, 0.13673333333333335, 0.13683333333333333, 0.137, 0.13708333333333333, 0.1373, 0.13745, 0.13763333333333333, 0.13783333333333334, 0.13798333333333335, 0.13811666666666667]"
"(128, 32, 32)",ReLu,10,0.001,0.1,0,0,512,0.1087,"[20.51032041779283, 20.511209701848433, 20.5018086989749, 20.508414809102256, 20.508414809102256, 20.505111754038587, 20.50968521489598, 20.50892297141974, 20.50650920041168, 20.502825023609883, 20.50612807867356]","[0.10928333333333333, 0.10931666666666667, 0.10936666666666667, 0.10936666666666667, 0.10936666666666667, 0.10936666666666667, 0.10938333333333333, 0.10941666666666666, 0.10945, 0.10946666666666667, 0.10946666666666667]"
"(128, 32, 32)",ReLu,10,0.001,0.1,0,0.85,512,0.0973,"[20.798829573546946, 20.795145396745177, 20.795145396745166, 20.798448451808834, 20.79730508659449, 20.804800480777455, 20.80645200830929, 20.80378415614247, 20.789047448935293, 20.792731625737094, 20.79984589818194]","[0.09666666666666666, 0.09668333333333333, 0.09668333333333333, 0.09668333333333333, 0.09673333333333334, 0.09676666666666667, 0.09676666666666667, 0.09666666666666666, 0.09673333333333334, 0.09671666666666667, 0.09676666666666667]"
"(128, 32, 32)",ReLu,10,0.001,0.2,0.001,0,512,0.0593,"[21.705586831635138, 21.705850314050743, 21.710306140208303, 21.703328321184802, 21.69952652180694, 21.69966298701208, 21.69459079468915, 21.679990564374233, 21.677205114182946, 21.66578091011732, 21.660200579341414]","[0.06071666666666667, 0.06085, 0.061016666666666663, 0.06125, 0.06141666666666667, 0.061483333333333334, 0.06163333333333333, 0.061983333333333335, 0.06225, 0.06253333333333333, 0.06285]"
"(128, 32, 32)",ReLu,10,0.001,0.2,0.001,0.85,512,0.1349,"[20.053524032768678, 19.993493467558697, 19.957349871676687, 19.932894322459866, 19.907422719412082, 19.89795845774936, 19.885191361303125, 19.888558630943056, 19.88671740217678, 19.88322482052261, 19.871093641401373]","[0.13296666666666668, 0.13523333333333334, 0.13703333333333334, 0.13846666666666665, 0.13915, 0.13978333333333334, 0.13998333333333332, 0.14041666666666666, 0.14028333333333334, 0.14058333333333334, 0.14068333333333333]"
"(128, 32, 32)",ReLu,10,0.001,0.2,0,0,512,0.126,"[20.117256865215463, 20.117765027532947, 20.108872186976903, 20.11878135216793, 20.11738390579482, 20.12043287969977, 20.121830326072853, 20.120051757961658, 20.121576244914102, 20.119289514485406, 20.12221144781097]","[0.1264, 0.12645, 0.12655, 0.12633333333333333, 0.12646666666666667, 0.12633333333333333, 0.12641666666666668, 0.12635, 0.12628333333333333, 0.12616666666666668, 0.12618333333333334]"
"(128, 32, 32)",ReLu,10,0.001,0.2,0,0.85,512,0.0988,"[20.843674898065323, 20.850916211089526, 20.86730444582853, 20.868447811042884, 20.87035341973346, 20.878992179130773, 20.86400139076486, 20.863493228447368, 20.83986368068416, 20.83617950388237, 20.818647903928998]","[0.09485, 0.09431666666666666, 0.0936, 0.09355, 0.09346666666666667, 0.09345, 0.09403333333333333, 0.09398333333333334, 0.09436666666666667, 0.09503333333333333, 0.0958]"
"(128, 32, 32)",ReLu,10,0.01,0.1,0.001,0,512,0.0953,"[20.771720513658938, 20.777360843581196, 20.771059419946727, 20.76297948822376, 20.76912816156986, 20.756474889300907, 20.76338592592785, 20.7490812472901, 20.74697252440943, 20.742196010058137, 20.734497623421536]","[0.0993, 0.09941666666666667, 0.09955, 0.09983333333333333, 0.1, 0.10026666666666667, 0.1004, 0.10066666666666667, 0.10083333333333333, 0.10111666666666666, 0.10138333333333334]"
"(128, 32, 32)",ReLu,10,0.01,0.1,0.001,0.85,512,0.14,"[20.47603175005718, 20.422615704773847, 20.34901907786804, 20.292067495196992, 20.23194263579569, 20.160259853055628, 20.06977786185278, 19.974598171582425, 19.885900403603358, 19.79733252820527, 19.723123133640414]","[0.11266666666666666, 0.1148, 0.1176, 0.12068333333333334, 0.1234, 0.12633333333333333, 0.13023333333333334, 0.13448333333333334, 0.13845, 0.14205, 0.1456]"
"(128, 32, 32)",ReLu,10,0.01,0.1,0,0,512,0.0933,"[20.961060393405173, 20.954708364436563, 20.940860941284992, 20.936922683324465, 20.922694138434778, 20.8929666428617, 20.895126332711026, 20.876578408122715, 20.877213611019567, 20.863493228447368, 20.85764936179626]","[0.0895, 0.09006666666666667, 0.0906, 0.09091666666666667, 0.09146666666666667, 0.09211666666666667, 0.0926, 0.09305, 0.09338333333333333, 0.09376666666666666, 0.09416666666666666]"
"(128, 32, 32)",ReLu,10,0.01,0.1,0,0.85,512,0.1351,"[20.107220659445055, 20.073681946490815, 20.04166772048904, 20.022738674162593, 19.9998713698756, 19.9693816308263, 19.92402814399044, 19.899763393330367, 19.862286422415597, 19.829636993516942, 19.795463077665836]","[0.12676666666666667, 0.12823333333333334, 0.12941666666666668, 0.13031666666666666, 0.13153333333333334, 0.13286666666666666, 0.13441666666666666, 0.13576666666666667, 0.13733333333333334, 0.13883333333333334, 0.1404]"
"(128, 32, 32)",ReLu,10,0.01,0.2,0.001,0,512,0.1189,"[20.601690801977238, 20.578030549353272, 20.56186602505118, 20.54608291846628, 20.531189378153307, 20.485933393447684, 20.459860782092935, 20.402409387574668, 20.368206639138474, 20.325873506879987, 20.29611759745215]","[0.10883333333333334, 0.1098, 0.11058333333333334, 0.11156666666666666, 0.11236666666666667, 0.11391666666666667, 0.11535, 0.11743333333333333, 0.11936666666666666, 0.12093333333333334, 0.12238333333333333]"
"(128, 32, 32)",ReLu,10,0.01,0.2,0.001,0.85,512,0.2409,"[20.355482528927848, 20.063134838069423, 19.927092351386438, 19.718518959502155, 19.480988178699988, 19.147802986413343, 18.80649388587939, 18.471543175377207, 18.16721551105514, 17.86734035966427, 17.633659477354847]","[0.11953333333333334, 0.13241666666666665, 0.13825, 0.14718333333333333, 0.15781666666666666, 0.1722, 0.18686666666666665, 0.20183333333333334, 0.2151, 0.22766666666666666, 0.23835]"
